pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_RESPONSE_TO_OXYGEN_LEVELS	4.00E-05	0.002099324	0.366059465	2.507080034	2	74	"P2RX2,PTN,NAMPT,PMAIP1,PSMB9,CPEB2,NKX3-1,PSMB8,PSMA4,PSMA6,ELOC,PSME2,PTGS2,BRIP1,PSMD8,VCAM1,PSMA2,CD38,PSMA3,CPEB4,ATP6V1G1,PSMD12,COX4I2,PML,PSMB6,PSMB7,STC2,ADM,CCNA2,HIGD1A,PSMC3,BACH1,RORA,CASP3,PSMA5,CDKN1B,HMOX2,SLC8A3,PSMD14,PSMD7,HIF1A,RBX1,CYB5R4,FIS1,LTA,AGTRAP,MALAT1,TXN2,PSME1,ATF4,CYBA,ANGPT2,UBB,PSMB3,THBS1,POLB,BIRC2,REST,FUNDC1,PSMC2,LDHA"
GO_CHROMOSOMAL_REGION	4.05E-05	0.002113516	0.362161468	2.420264204	2	68	"SP100,DYNLL1,GAR1,SMCHD1,ZNFX1,CENPH,FMR1,BRCA2,SPC25,CENPW,NUDCD2,MAD2L1,RIF1,LRIF1,SSB,NSMCE2,SGO2,CDC73,NBN,ZWINT,NDC80,PPP1CB,PML,NSL1,PINX1,CENPK,H4C15,SGO1,THOC7,H4C11,H4C3,EID3,ITGB3BP,H3-3A,CENPQ,KNL1,CDK1,SUMO3,PTGES3,NHP2,DYNC1LI1,PHF6,CENPE,SYCP1,PURA,DCTN6,ESCO2,DYNLT3"
GO_SMALL_GTPASE_BINDING	4.13E-05	0.002145885	-0.346297449	-3.043613849	0	80	"OBSCN,MLPH,SGSM1,RGL3,UNC13B,ARHGEF4,TSC2,SLC6A4,TBC1D17,RAPGEF3,MICAL3,TBC1D8,ARHGEF37,SGSM2,DENND6B,RALGPS1,KNDC1,SYTL1,GRASP,ULK1,RIMS3,PLEKHG3,DENND3,EPS8L2,ARHGEF1,SORL1,MCF2L,BCR,TRIO,ANXA9,TBC1D13,PLEKHG5,RGPD8,ARHGEF17,RAB11FIP3,GGA1,TBC1D3,TBC1D20,DENND2C,ARHGEF15,TBC1D16,HPS4,DOCK1,RUSC2,C15orf62,RAB11FIP1,RGL2,KIF3B,NOXA1,SGSM3,MYO1C,INF2,SRGAP3,RGPD1,ARHGAP1,MICALL1,ARHGEF10,ABR,SBF1"
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	4.26E-05	0.002199104	0.440618307	2.621062938	2	47	"PTN,NAMPT,PMAIP1,PSMB9,CPEB2,NKX3-1,PSMB8,PSMA4,PSMA6,ELOC,PSME2,PTGS2,BRIP1,PSMD8,PSMA2,PSMA3,CPEB4,ATP6V1G1,PSMD12,COX4I2,PSMB6,PSMB7,STC2,CCNA2,HIGD1A,PSMC3,BACH1,RORA,PSMA5,SLC8A3,PSMD14,PSMD7,HIF1A,RBX1,MALAT1,PSME1,ATF4,UBB,PSMB3"
GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	4.29E-05	0.002200087	0.440265325	2.582129595	2	45	"IFIT5,BST2,IL1RN,TRIM22,SECTM1,MYD88,TLR3,LGALS9,TRIM5,TRIM25,TRIM38,TICAM2,MIER1,UBD,SHISA5,C18orf32,CTH,BIRC3,GJA1,GOLT1B,TNFSF10,DDX21,CCL19,NDFIP2,RBCK1,RIPK2,HTR2B"
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	4.49E-05	0.002293752	0.48863833	2.522664995	2	31	"BST2,NMI,IFI16,IFNB1,PARP14,DHX58,IFNL1,ADAR,TREX1,IFNA2,LGALS9,ACOD1,SELENOS,SAMSN1"
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	4.54E-05	0.002298421	0.496429751	2.470687994	2	28	"MDK,IFNB1,IFNL1,CD274,SOCS1,IFNA2,LGALS9,MNDA,CD80,SOX11,ID2,SAMSN1,TWSG1,CEACAM1,TYROBP,LAG3,CASP3,SOCS6,SOCS5,RC3H2,CBFB,CD86,IL10,BANK1"
GO_GTPASE_BINDING	4.55E-05	0.002298421	-0.333220653	-3.126304138	0	97	"OBSCN,MLPH,SGSM1,RGL3,UNC13B,DOCK5,ARHGEF4,PCP2,DOCK6,TSC2,SLC6A4,TBC1D17,IQSEC1,RAPGEF3,MICAL3,TBC1D8,ARHGEF37,SGSM2,DENND6B,RALGPS1,KNDC1,FLCN,RALGDS,SYTL1,GRASP,ULK1,RIMS3,RAPGEFL1,PLEKHG3,DENND3,HERC2,EPS8L2,ARHGEF1,SH2D3A,SORL1,MCF2L,BCR,TRIO,ANXA9,TBC1D13,PLEKHG5,RGPD8,ARHGEF17,RAB11FIP3,GGA1,TBC1D3,TBC1D20,DENND2C,ARHGEF15,TBC1D16,HPS4,DOCK1,RUSC2,C15orf62,TBXA2R,RAB11FIP1,RGL2,KIF3B,NOXA1,SGSM3,MYO1C,INF2,SRGAP3,RGPD1,ARHGAP1,MICALL1,PSD2,ARHGEF10,ABR,SBF1"
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	4.59E-05	0.002303064	0.241963348	2.159702476	3	223	"ISG15,DDX58,HERC5,IFIH1,CXCL10,BST2,NMI,CCL11,PTN,UBE2L6,STAT1,CNTN2,SP100,GREM1,MDK,DYNLT1,IFNB1,DHX58,STAP1,GBP1,IFNL1,CD274,SPP1,B2M,NKX3-1,SOCS1,IFNA2,TLR3,BRCA2,LGALS9,NME1,ARRDC3,IGF1,FKBP1B,TRIM25,DRAXIN,ACOD1,FUOM,PTGS2,SELENOS,CD2AP,NLGN1,SOX11,ACOT13,ID2,ORM1,CCR1,PLAC8,IL6,CD38,FGF2,SRGN,CDC73,EPHA7,NME2,DCN,KLK3,PDE4D,TWSG1,LILRA5,RHEB,PML,CEACAM1,JAK2,GJA1,DCC,H4C15,TOB1,SNAI2,MAP2K6,SPRY2,PLN,PDCD10,SPRED1,CTSC,TYROBP,CIDEA,H4C11,H4C3,EPHB2"
GO_CILIUM	4.65E-05	0.002322786	-0.351884642	-3.347083077	0	101	"PDE4C,PROM2,QRICH2,DNAH1,CNGA4,SHANK2,DNHD1,DNAH10,CDHR1,NPFFR1,CROCC,IFT122,PKD1,GPR37L1,AJM1,TTLL3,CACNA1F,DNAH17,FBF1,CFAP100,CEP131,CFAP46,CFAP74,SPTBN5,DNAH2,ANKS6,FLCN,CFAP157,CCDC114,CCDC120,ANO2,CCDC40,GLIS2,MYOC,WDR19,CFAP65,INPP5E,DNAAF1,GUCY2D,TTLL6,LRRC56,ABHD2,MAPK15,CATSPERZ,NPHP4,DNAH9,EFHC1,TTLL9,TCTN2,TSSK4,IFT140,SHANK3,CDK10,DRD1,TMEM80,STRC,IFT172,CFAP52,RP1L1,DNAI1,TTLL11,DRC3,CFAP99,DLG5,CATSPER2,UNC119B,RABL2B,IQCE,CEP250"
GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	4.87E-05	0.002416899	0.28144493	2.283952243	3	142	"ISG15,USP18,PNPT1,DTX3L,UBE2L6,PSMB9,IFI27,ANAPC10,PSMB8,RNF213,PSMA4,UBE2D1,UBE2E1,PSMA6,ELOC,TRIM25,SUMO2,UBE2B,PSME2,TRIM38,ANKIB1,UBD,SELENOS,PSMD8,TENT4B,CD2AP,MAD2L1,PSMA2,FBXO6,FBXO5,UCHL3,PSMA3,DNAJB9,RNF19B,HSP90B2P,NUB1,CDC27,CUL5,PSMD12,NEDD8,UBA6,PML,SGTB,DNAJB14,PCNP,UBE2S,UBE2A,UBE2D3,SEC61B,PSMB6,PSMB7,RNF217,PTTG1,NDFIP2,USP1,SUMO1,KLHL15,RBCK1,RNF5,UBE2W,UBE2V2,USP42,FBXO39,PSMC3,USP15,CDK1,PSMA5,PSMD14,PSMD7,SOCS5,PLAA,RBX1,RNF11,STYX,CDC26,PSME1,UBE2K,SPOP,USP38,FBXO45,FBXO22,UCHL5,RNF149,UBB,YOD1,PSMB3,TLK2,UBXN2A,ZMPSTE24,BIRC2,CLOCK,ZFAND2A,NDFIP1,FBXO8,NTAN1,UFL1,XBP1,EXOSC3,PSMC2,PIAS1,EDEM3,USP25,CNOT4,PSMA7,PSMF1,VPS37A,PSMB10,UBA7,UBE3A"
GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	4.98E-05	0.002445654	0.298116557	2.32209285	3	119	"DDX58,IFIH1,PLSCR1,RSAD2,IRF7,DDX60,DHX58,STAP1,GBP1,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,NR4A3,TICAM2,PSMD8,ELF1,WDFY1,FCGR1A,PSMA2,CD38,FCGR1B,PSMA3,FFAR2,S100A9,FPR3,RAB11FIP2,BIRC3,PDE4D,PSMD12,DENND1B,THEMIS2,UNC93B1,CEACAM1,ARPC3,UBE2D3,MAP2K6,CTSL,PSMB6,PSMB7,OTUD4,PIK3AP1,RBCK1,RIPK2,TRAT1,LILRB4,PSMC3,KRAS,PSMA5,TIFA,CD47,PSMD14,PSMD7,RC3H2,CBFB,PSME1,ACTR3,S100A8,CYBA,FPR1,UBB,MAP3K1,PSMB3,CCR7,FPR2,MAP3K7,CTSK,WASL,BIRC2,TBK1,PIK3CA,XIAP,NFKBIA,PSMC2,IKBKE,ARPC5,ARPC2,MS4A2,UBE2N,PSMA7,C3AR1,PSMF1,TNIP3,CASP8,LILRB2,PSMB10"
GO_APOPTOTIC_SIGNALING_PATHWAY	4.98E-05	0.002445654	0.296689457	2.310976872	3	119	"IFI6,IFI16,SP100,PMAIP1,DNAJA1,IFNB1,RET,IFI27,NKX3-1,PRELID1,TLR3,BRCA2,LGALS9,IGF1,LY96,ATF3,TICAM2,PTGS2,SELENOS,LCN2,SHISA5,CD38,SRGN,PDCD5,SKIL,CAAP1,S100A9,BCL2A1,CTH,NBN,SGPP1,CYP1B1,CUL5,PML,JAK2,MCL1,MSX1,DCC,TNFSF10,SELENOK,SNAI2,RPL26,PDCD10,IL7,SSTR3,CTSC,TYROBP,HMGB2,RPS27L,GZMB,RBCK1,GSKIP,HIGD1A,CASP3,BAK1,BID,KRT8,BLOC1S2,CASP4,DIABLO,KITLG,CASP1,TFPT,HIF1A,SOD2,FIS1,TXNDC12,NDUFA13,UBE2K,RB1CC1,SPOP,NUPR1,RPS6KB1,S100A8,TNFRSF10A,ATF4,NGF,RB1,UBB,AEN,THBS1,MELK"
GO_ADENYLYLTRANSFERASE_ACTIVITY	5.33E-05	0.00260274	0.826094211	2.249873424	2	6	"OAS1,OAS2,OAS3,TENT5A,TENT4B"
GO_ISG15_PROTEIN_CONJUGATION	5.41E-05	0.002616161	0.865025193	2.183788731	2	5	"ISG15,HERC5,UBE2L6,UBE2E1"
GO_CALCIUM_ION_BINDING	5.41E-05	0.002616161	-0.235685076	-2.449800039	0	134	"HMCN2,CRTAC1,ADGRV1,PLA2G4F,PLCH2,FSTL4,PITPNM3,UNC13B,ITPR3,CDHR1,CDH24,CUBN,BAIAP3,CELSR2,PLA2G4B,DOC2B,JAG2,DUOX2,VWA2,LTBP3,CDH23,CLSTN2,NOL3,CAPN8,CDHR5,SNED1,PCDHGC4,CELSR1,ADAMTS13,NOTCH4,HSPG2,CAPN13,NKD2,CAPN3,SYT7,CRACR2B,DOC2A,SCUBE1,DUOX1,NINL,DCHS1,GAS6,THBS3,NOTCH3,FAT1,PPP2R3B,MASP2,EFHC1,CALML6,TRPM4,ANXA9,HRNR,LTBP2,EEF2K,PCDHGA2,RAB11FIP3,PGS1,PCDHGA11"
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	5.87E-05	0.002798229	0.450947954	2.476146612	3	37	"BST2,TNFSF13B,GREM1,CD274,LGALS9,IL27,TNFSF18,IGF1,MNDA,CD80,VCAM1,SOX11,IL6,AHR,CD38,TWSG1,IL6ST,SELENOK,IL7,TYROBP,CCL19,CCL7,RIPK2"
GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	5.91E-05	0.002798229	0.457649922	2.465997345	3	35	"IL1RN,PSMB9,MYD88,PSMB8,PSMA4,PSMA6,PSME2,PSMD8,IL1RAP,PSMA2,IL6,PSMA3,PSMD12,PSMB6,PSMB7,OTUD4,RIPK2,IL1R2,PSMC3,PSMA5,PSMD14,PSMD7,RBX1,PSME1,UBB,PSMB3,MAP3K7,NFKBIA,PSMC2,UBE2N,PSMA7,PSMF1,IL1B,PSMB10"
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	5.91E-05	0.002798229	0.457545306	2.465433634	3	35	"PSMB9,B2M,PSMB8,PSMA4,PSMA6,PSME2,SEC24A,TAP2,PSMD8,FCGR1A,PSMA2,FCGR1B,PSMA3,PSMD12,SEC22B,PSMB6,PSMB7,TAP1,PSMC3,PSMA5,PSMD14,PSMD7,SEC23A,PSME1,ERAP1,CYBA,PSMB3,IFI30,PSMC2,CALR,PSMA7,TAPBPL,PSMF1,PSMB10"
GO_OXIDOREDUCTASE_COMPLEX	5.91E-05	0.002798229	0.453320462	2.442668515	3	35	"GMPR,NDUFC2-KCTD14,SDHB,NDUFB3,NDUFA12,NDUFA7,UQCR10,NDUFB4,NDUFA6,NDUFV2,NDUFA5,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,MRPS36,NDUFB1,NDUFS5,NDUFB8,PDHX,DLAT,NDUFB7,NDUFA3,NDUFA1,NDUFA13,GCSH,CYBA"
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	6.11E-05	0.002878685	0.50649306	2.452354277	3	26	"NDUFC2-KCTD14,NDUFB3,NDUFA12,NDUFA7,NDUFAF2,NDUFB4,NDUFA6,NDUFV2,NDUFA5,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,CBR1,NDUFB7,NDUFA3,NDUFA1,NDUFA13"
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	6.46E-05	0.00302678	0.326212833	2.376277149	4	92	"CCL8,CCL11,TNFSF13B,STAT1,CCL2,GBP1,PSMB9,GBP3,NKX3-1,HAS2,PSMB8,CXCL8,PSMA4,TNFSF18,PSMA6,PSME2,GCH1,ACOD1,UBD,PTGS2,PSMD8,VCAM1,LCN2,PSMA2,PSMA3,CCL25,AIM2,NUB1,BIRC3,PSMD12,JAK2,ZFAND6,BAG4,PSMB6,CCL19,PSMB7,CCL20,CCL13,CCL7,RBCK1,H2BC11,SPPL2A,TXNDC17,PSMC3,RORA,CASP3,GBP2,KRT8,PSMA5,CCL1,PSMD14,CASP4,PSMD7,CASP1,CXCL16,XCL2,LTA,PSME1,TMSB4X,RPS6KB1,CYBA,PSMB3,LTB,THBS1,CCL3L1,CCL3L3"
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	6.54E-05	0.00304825	0.206018049	1.977625307	5	347	"ISG15,HERC5,CXCL10,TRIM21,EIF2AK2,CCL8,NMI,PARP9,CCL11,DTX3L,PTN,CKS2,IL1RN,GREM1,DNAJA1,CCL2,IFNA5,IFNB1,IFNA1,RET,PARP14,IFNA21,NCOA7,IFNA10,IFNA17,STAP1,GBP1,TRIM6,IFNA7,IFNA8,IFNL1,IFNA14,ADAR,FMR1,NKX3-1,SOCS1,IFNA2,TLR3,TWF1,LGALS9,PARP10,TNFSF18,ARRDC3,HAX1,IFNA16,UBE2D1,IFNA6,IGF1,FKBP1B,TRIM5,ATF3,IFNA4,UBE2B,IFNW1,HIPK3,CD80,PTGS2,MASTL,PPP4R2,FCGR1A,RICTOR,MAD2L1,RIF1,SAMSN1,FBXO5,CCR1,IL6,OSBPL8,HTR2A,AIDA,FGF2,CCL25,EPHA7,CCNC,PPP1R2,IGFBP3,OSM,NBN,GADD45B,BRMS1,BIRC3,PDE4D,TWSG1,LILRA5,IL6ST,DCUN1D5,PML,CEACAM1,JAK2,PINX1,LAMTOR2,DCUN1D1,CHORDC1,EID1,MTF2,UBE2S,RPS2,GAREM1,SNAI2,MAP2K6,SNX6,SPRY2,BAG4,PDCD10,SPRED1,IL7,TXN,NDUFS4,SHOC2,CCL19,EPHB2,CKS1B,TIPRL,CDC25A,DUSP5,NDFIP2,OTUD4,CCL20,CCL13,PHF23,TENM1,CCL7,SPDYA"
GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	6.58E-05	0.003053316	0.340535878	2.392101231	4	81	"SHFL,CHMP5,MRPS18A,MRPS18C,MRPL22,MRPL17,CHMP2B,MRPL32,TWF1,HSPA8,EIF5AL1,VIL1,PYM1,MRPL36,MRPL18,CAMSAP2,GADD45GIP1,MRPL42,MRPS30,H2AW,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,TRMT112,NAPA,CAPZA2,MRPL27,MRPL2,VTA1,CHCHD1,LIX1,MRPL19,ASPH,PHF23,TMOD4,MRPS28,MRPS36,EIF5A2,MRPS35,CAPG,CCSAP,EIF5A,MRPL33,MRPL3,MRPL54,SNAPIN,CAPZA1,MRPL24,MRPS23"
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION	6.76E-05	0.003119741	0.354452067	2.357514117	4	67	"TNFSF13B,CCL2,MDK,IFNB1,IFNL1,CD274,TREX1,SOCS1,PRELID1,IFNA2,LGALS9,IL27,TNFSF18,IGF1,MNDA,CD80,VCAM1,CGAS,SOX11,RIF1,ID2,SAMSN1,IL6,AHR,CD38,SHLD3,TWSG1,IL6ST,CEACAM1,SELENOK,IL7,TYROBP,CCL19"
GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6.94E-05	0.003185781	0.771986271	2.36189664	3	8	"DDX58,IFIH1,IRF7,STAT1,TLR3"
GO_REGULATION_OF_NUCLEASE_ACTIVITY	7.02E-05	0.003209313	0.795335991	2.304764033	3	7	"OAS1,OASL,OAS2,OAS3"
GO_ELECTRON_TRANSFER_ACTIVITY	7.52E-05	0.003418416	0.478293893	2.439621305	4	30	"COX7B,GLRX,SDHB,COX6C,C15orf48,NDUFA12,CYCS,GLRX2,UQCR10,NDUFAF2,NDUFV2,COX7A2,FDX1,COX4I2,COX6A1,COX5B,NDUFS6,COX6B1,ME2,ASPH"
GO_INTERFERON_BETA_SECRETION	7.73E-05	0.003495795	0.99534282	1.732745702	3	2	"DDX58,IFIH1"
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	7.80E-05	0.00351113	-0.302034735	-2.527411853	1	70	"SGSM1,AGAP1,RGS11,DOCK5,ALS2CL,TBCD,PCP2,TSC1,TSC2,AGAP5,ACAP3,TBC1D17,RGS12,TBC1D8,ARHGAP33,SGSM2,AGAP9,FLCN,RALGDS,AGAP3,ARHGAP39,ARAP3,PLXNB1,ARHGEF1,BCR,AHSA2P,TBC1D13,RGPD8,SIPA1L3,TBC1D3,TBC1D20,ARHGEF15,TBC1D16,NPRL3,GARNL3,AGAP4,GPSM1,ARRB1,DOCK1,RASA4B,ARHGAP8,ELMOD1,ATP4B,SGSM3,RGS6,SRGAP3,RGPD1,ARHGAP1"
GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	7.88E-05	0.003530262	-0.589976629	-2.674748236	2	16	"OBSCN,ARHGEF4,ARHGEF37,PLEKHG3,EPS8L2,ARHGEF1,MCF2L,BCR,TRIO,PLEKHG5,ARHGEF17,ARHGEF15,DOCK1,RGL2,ARHGEF10,ABR"
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	8.17E-05	0.003642877	0.245016078	2.12707624	6	193	"IFIT1,DDX58,IFIH1,CXCL10,PNPT1,P2RX2,PTN,IL1RN,NAMPT,STAT1,PMAIP1,DNAJA1,CCL2,MDK,IFNA5,IFNB1,SSTR2,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNA14,SPP1,NKX3-1,IFNA2,TLR3,NME1,IFNA16,IFNA6,FKBP1B,TRIM25,IFNA4,IFNW1,NR1D2,ACOD1,NR4A3,PTGS2,CGAS,IL6,AHR,CD38,HTR2A,CASP7,GJB2,PDE4D,CYP1B1,NEDD8,FDX1,JAK2,NCOA2,CREBRF,GJA1,SNAI2,GABRB2,PLN,SSTR3,DDX21,NDUFS4,CIDEA,LUM,CA2,TIPARP,HMGB2,STC2,HOMER1,XRN1,EIF4E,RIPK2,HTR2B,PANX1,ADM,RAN,CCNA2,UGT3A2,RORA,KRAS,NRIP1,CASP3,PQBP1,CDK1,BAK1,TMF1,CDKN1B,RWDD1,STRN3,SLC8A3,ATF1,CIB2,FOSL1,JUNB,RAP1B,CBFB,FIS1,PTGES,IL10,TXN2,IGFBP7,PHB,RPS6KB1,ATF4,CYBA,TMEM38B,PPP2R2A,GABPA,ANGPT2,RB1,P2RY6,ALK,THBS1,PGRMC2,RXRG,IFNA13,PDE12,KLF5,NR3C1,BIRC2,GNG2,REST,CLOCK,UFL1,NFKBIA,PLPP1,TET2,LDHA,DTNBP1,CBX3,CALR,SELL"
GO_LEUKOCYTE_CELL_CELL_ADHESION	8.49E-05	0.003768077	0.405686579	2.430690094	5	48	"TNFSF13B,CCL2,MDK,IFNB1,IFNL1,CD274,SOCS1,IFNA2,HAS2,LGALS9,IGF1,CD80,NR4A3,VCAM1,IL6,CCL25,S100A9,TWSG1,IL6ST,CEACAM1,SELENOK,IL7,CCL19,RIPK2,LILRB4,LAG3,CASP3,SOCS6,CD47,SOCS5,RC3H2,CBFB,CD86,IL10,S100A8,CCR7,NDFIP1,PIK3CA,XBP1,SELL,IL2RA,IL1B,LILRB2"
GO_GOLGI_CISTERNA	8.55E-05	0.003775097	-0.479437582	-2.604117818	2	24	"ABO,GOLGA8B,HID1,GOLGA3,XYLT1,SORT1,GOLGA8A,CIT,GOLGA8T,GOLGA8K,INPP5E,FUT1,SORL1,B4GALNT3,GAL3ST2,GOLGA8R,NECAB3,GOLGA8H,NAGPA"
GO_TRANSLATIONAL_INITIATION	8.60E-05	0.003779245	0.414484247	2.412142726	5	44	"EIF2AK2,FMR1,BOLL,MCTS1,RPL35,RPS27,RPS26,EIF1AY,RPL36,PAIP1,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,RPL37,EIF1AX,RPL26,RPL28,RPL30,RPS15,YTHDF3,EIF3J,EIF4E,EIF1B,RPS11,RPS17,RPL27A,RPL38"
GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	8.74E-05	0.003821407	0.290553301	2.248942684	6	116	"PMAIP1,PSMB9,IFI27,FMR1,ANAPC10,PSMB8,PSMA4,UBE2D1,UBE2E1,PSMA6,TRIM25,SUMO2,UBE2B,PSME2,TRIM38,ANKIB1,SELENOS,PSMD8,CD2AP,MAD2L1,PSMA2,FBXO6,FBXO5,PSMA3,DNAJB9,RNF19B,HSP90B2P,NUB1,HM13,CDC27,CUL5,PSMD12,PML,SGTB,DNAJB14,PCNP,UBE2S,UBE2A,UBE2D3,SEC61B,PSMB6,TMTC3,PSMB7,RNF217,PTTG1,NUDT15,SUMO1,KLHL15,RBCK1,RNF5,UBE2W,UBE2V2,FBXO39,PSMC3,SOCS6,CDK1,PSMA5,TMF1,TOR1A,PSMD14,PSMD7,SOCS5,PLAA,RBX1,STYX,CDC26,PSME1,UBE2K,SPOP,FBXO45,NUPR1,FBXO22,UCHL5,UBB,YOD1,PSMB3,TLK2,UBXN2A,SDF2L1,BIRC2,CLOCK,ZFAND2A"
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	8.93E-05	0.0038843	0.456528765	2.409908133	5	33	"EIF2AK2,TRIM14,GREM1,TRIM22,MYD88,TLR3,LGALS9,TNFSF18,PSMA6,TRIM5,TRIM25,TRIM38,IL1RAP,AIM2,S100A9,CTH"
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	8.99E-05	0.003891769	0.465589155	2.403670345	5	31	"TRAM1,RPL35,SPCS2,RPS27,RPS26,RPL36,SGTB,RPL12,RPS2,RPL37,SEC61B,RPL26,RPL28,RPL30,RPS15,SRP19,RPS11,RPS17,RPL27A,RPL38,RAB10,GET3,SRP9,RPL32,SEC61G,RPLP1,RPL36A,SRP14,RPL39,RPL41,RPS20"
GO_ATP_METABOLIC_PROCESS	9.29E-05	0.004006791	0.33675162	2.322806093	6	76	"NDUFC2-KCTD14,COX7B,TREX1,COA6,ATP5MF,HSPA8,IGF1,NDUFB3,COX6C,ATP5F1C,NDUFA12,CYCS,ATP5PF,NDUFA7,UQCR10,NDUFB4,HTR2A,NDUFA6,NDUFV2,COX7A2,COX4I2,COX6A1,NDUFA5,COX5B,NDUFS6,ATP5F1E,NDUFB9,COX6B1,NDUFS4,NDUFA9,AK2,NDUFB10,MYH7,NDUFA8,NDUFB1,NDUFS5,NDUFB8,COX4I1,DNAJC15,CDK1,BID,GAPDH,NDUFB7,HIF1A,ATP5PD,NDUFA3,NDUFA1,NDUFA13,TMSB4X,NUPR1,ZBTB20,UQCR11,ATP5MC3,PDE12,NDUFB5,ATP5ME,PRKAG2,ATP5MG,OLA1,LDHA,PGAM1,COX7C,UQCRH,PFKP"
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	9.85E-05	0.004188292	0.407399816	2.475280808	6	50	"MAGOHB,MAGOH,HELZ2,LSM3,PYM1,TENT4B,RPL35,SSB,RPS27,GTPBP2,RPS26,LSM5,RPL36,RPL12,RPS2,TOB1,RPL37,RPL26,RPL28,LSM6,RPL30,RPS15,XRN1,RPS11,RPS17,RPL27A,RPL38,CPEB3,PNRC2,RPL32,EXOSC4,LSM2,DCP1A,PPP2R2A,RPLP1,PDE12,RPL36A,EXOSC3,CNOT7,EXOSC5,CNOT4,DHX36,RPL39,RPL41,PATL1,LSM1,RPS20"
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	9.79E-05	0.004188292	0.395887258	2.449422102	6	53	"DDX58,TRIM21,EIF2AK2,TRIM14,GREM1,TRIM22,MYD88,NKX3-1,TLR3,LGALS9,TNFSF18,PSMA6,TRIM5,TRIM25,TRIM38,IL1RAP,IL6,GTF2A2,AIM2,S100A9,CTH,TRIM31"
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	9.85E-05	0.004188292	0.399540861	2.427531351	6	50	"IFNA5,IFNB1,IFNA1,RET,IFNA21,IFNA10,IFNA17,TRIM6,IFNA7,IFNA8,IFNA14,IFNA2,HAX1,IFNA16,IFNA6,IFNA4,IFNW1,PTGS2,RICTOR,IL6,OSM,PDE4D,SPRY2,BAG4,PDCD10,TXN"
