SYMBOL	ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NA	ENSG00000257568	73.60149914	-1.459960597	0.334961809	-4.358588229	1.31E-05	0.000451855
FLACC1	ENSG00000155749	504.4432027	-1.45975844	0.293986503	-4.965392708	6.86E-07	4.04E-05
ZNF497	ENSG00000174586	1370.412424	-1.459563211	0.419906939	-3.47592068	0.000509103	0.008936617
STMN2	ENSG00000104435	29.37741004	-1.459305638	0.502827908	-2.902196983	0.003705555	0.041325356
RHPN2	ENSG00000131941	3271.592587	-1.457406758	0.267496709	-5.448316598	5.08E-08	4.55E-06
LOC105373051	ENSG00000236272	27.22420041	-1.457151691	0.490444448	-2.971084076	0.002967505	0.035011698
CFAP161	ENSG00000156206	1124.620367	-1.456340825	0.313602793	-4.643902595	3.42E-06	0.000154997
RABL2A	ENSG00000144134	12821.33181	-1.455657753	0.302839306	-4.806700206	1.53E-06	7.94E-05
UCN3	ENSG00000178473	465.0332253	-1.455326	0.50751425	-2.867556921	0.004136544	0.044784816
MORN2	ENSG00000188010	3938.334303	-1.453862682	0.263981133	-5.507449213	3.64E-08	3.47E-06
TSGA10	ENSG00000135951	2773.656706	-1.453827374	0.276724658	-5.253696521	1.49E-07	1.12E-05
ARMC2	ENSG00000118690	2883.892628	-1.453563116	0.254225283	-5.717618252	1.08E-08	1.35E-06
VWA5B2	ENSG00000145198	473.5883581	-1.451534638	0.484576357	-2.995471442	0.00274021	0.033075536
IGSF11	ENSG00000144847	58.26924621	-1.451451232	0.31381485	-4.625183396	3.74E-06	0.000166786
DTHD1	ENSG00000197057	2787.019222	-1.449594504	0.34478678	-4.204321596	2.62E-05	0.000809733
XK	ENSG00000047597	437.7969817	-1.449119049	0.231610414	-6.256709386	3.93E-10	1.10E-07
LRGUK	ENSG00000155530	804.3668003	-1.448407266	0.287984528	-5.029462094	4.92E-07	3.03E-05
LOC100129878	ENSG00000264269	43.36238988	-1.447010289	0.449110446	-3.221947521	0.001273225	0.018377189
TEX26	ENSG00000175664	1069.971827	-1.44676772	0.423098421	-3.419459038	0.000627458	0.010544807
KCNH3	ENSG00000135519	2129.865358	-1.446373451	0.439864534	-3.28822476	0.001008213	0.015281284
RIBC2	ENSG00000128408	1621.670312	-1.445512399	0.332382872	-4.348937692	1.37E-05	0.000467715
MESP2	ENSG00000188095	21.79281513	-1.44338643	0.420023413	-3.43644279	0.000589407	0.010046089
KCNE1	ENSG00000180509	2793.206646	-1.441830456	0.320305849	-4.501417823	6.75E-06	0.000269178
SLC52A1	ENSG00000132517	692.6801882	-1.441407412	0.387016402	-3.724409111	0.000195773	0.004110809
REEP6	ENSG00000115255	1101.126537	-1.44111607	0.386104224	-3.732453524	0.000189624	0.003999185
DNALI1	ENSG00000163879	13719.56321	-1.439836087	0.26138296	-5.508530809	3.62E-08	3.47E-06
PRR7	ENSG00000131188	546.0366895	-1.436706823	0.487221441	-2.948775858	0.003190353	0.036944438
NA	ENSG00000259605	1115.124651	-1.436687817	0.438978444	-3.272798102	0.001064885	0.015941713
RBM20	ENSG00000203867	1005.333071	-1.43569838	0.418800694	-3.428118439	0.00060778	0.010276154
DCST1	ENSG00000163357	61.06245254	-1.434669638	0.325788038	-4.403690349	1.06E-05	0.000386838
NA	ENSG00000232224	1046.071076	-1.434530017	0.326998502	-4.386962042	1.15E-05	0.000408043
KIF26B-AS1	ENSG00000232192	48.33070354	-1.433964727	0.412092474	-3.479715887	0.000501946	0.008848754
CCDC180	ENSG00000197816	5004.848797	-1.432428424	0.254947	-5.618534147	1.93E-08	2.16E-06
IL20RA	ENSG00000016402	2153.756844	-1.431071467	0.273283345	-5.236585016	1.64E-07	1.20E-05
RHPN1-AS1	ENSG00000254389	264.1338217	-1.430032897	0.344138941	-4.155394015	3.25E-05	0.000968731
TVP23C-CDRT4	ENSG00000259024	227.1806299	-1.429398134	0.436254158	-3.276526094	0.001050926	0.015773753
NA	ENSG00000226074	20.75647699	-1.429292374	0.479492913	-2.980841499	0.002874575	0.034164598
NA	ENSG00000259414	56.23989684	-1.428229863	0.478286417	-2.986139293	0.002825239	0.033720144
C11orf53	ENSG00000150750	58.4490005	-1.427547743	0.489914312	-2.9138723	0.003569759	0.040190153
CXorf58	ENSG00000165182	55.20793983	-1.427412681	0.482835554	-2.956312286	0.003113417	0.036301759
NA	ENSG00000254142	32.24164001	-1.427243489	0.465904514	-3.063381974	0.002188505	0.027913074
NA	ENSG00000265158	126.7199223	-1.427084481	0.393178664	-3.629608143	0.000283852	0.005578781
MAK	ENSG00000111837	1276.737964	-1.426533958	0.300961124	-4.739927666	2.14E-06	0.000103441
MAP3K19	ENSG00000176601	2620.546338	-1.426525026	0.359643632	-3.966496	7.29E-05	0.001878939
NA	ENSG00000229956	45.86126995	-1.426361813	0.342553441	-4.16391033	3.13E-05	0.000939116
NA	ENSG00000251008	45.83545394	-1.425567326	0.356984567	-3.993358423	6.51E-05	0.001712043
FBXO36	ENSG00000153832	1955.940284	-1.424985704	0.256601146	-5.55330997	2.80E-08	2.86E-06
CYP4F30P	ENSG00000214081	130.5573456	-1.424014234	0.362777336	-3.92531201	8.66E-05	0.002157043
LPAR3	ENSG00000171517	1462.585635	-1.423226549	0.359781607	-3.955806858	7.63E-05	0.00194907
SIX4	ENSG00000100625	1755.910493	-1.420921148	0.329541551	-4.311811796	1.62E-05	0.00053827
CCDC24	ENSG00000159214	4826.508251	-1.420686139	0.38971229	-3.645474307	0.000266899	0.005288018
NA	ENSG00000277749	180.9440186	-1.419874315	0.461012335	-3.079905259	0.002070665	0.026837422
TEX9	ENSG00000151575	2610.715909	-1.417762672	0.251639656	-5.634098741	1.76E-08	2.00E-06
TTC26	ENSG00000105948	3437.81586	-1.417040837	0.262498452	-5.398282641	6.73E-08	5.73E-06
LGSN	ENSG00000146166	256.9337055	-1.414218718	0.329427236	-4.292962347	1.76E-05	0.000580053
MAP6	ENSG00000171533	4106.827821	-1.413258198	0.33503643	-4.218222469	2.46E-05	0.000769667
NPHP1	ENSG00000144061	5042.62127	-1.413008125	0.250484055	-5.641110062	1.69E-08	1.94E-06
FMN2	ENSG00000155816	386.6727992	-1.412116052	0.360827098	-3.913553227	9.09E-05	0.002233965
NRG4	ENSG00000169752	889.2174043	-1.411936531	0.24099209	-5.858850113	4.66E-09	6.99E-07
TUBB8	ENSG00000261456	62.8258541	-1.41124914	0.449772783	-3.137693504	0.001702828	0.023096261
KNDC1	ENSG00000171798	7636.896041	-1.4110633	0.440589763	-3.202669284	0.001361602	0.019376081
NEK10	ENSG00000163491	2428.729207	-1.410213865	0.392237817	-3.595303169	0.000324014	0.006218477
NA	ENSG00000231993	89.10084473	-1.40905064	0.451920092	-3.117919883	0.001821323	0.02430795
NPTX1	ENSG00000171246	2217.523364	-1.409048483	0.392009637	-3.594423065	0.000325111	0.006235377
MNS1	ENSG00000138587	3369.176134	-1.4071977	0.286802913	-4.90649724	9.27E-07	5.16E-05
NEK11	ENSG00000114670	4963.249279	-1.407151695	0.265553206	-5.29894449	1.16E-07	8.92E-06
NA	ENSG00000239831	56.74265802	-1.404814538	0.413319368	-3.398859691	0.000676674	0.011163379
AQP6	ENSG00000086159	138.1752055	-1.403899923	0.465119565	-3.018363511	0.002541439	0.031252855
NRXN1	ENSG00000179915	64.84710125	-1.402479865	0.384910006	-3.643656554	0.000268792	0.00532186
SLC23A1	ENSG00000170482	916.9172739	-1.401189636	0.405826555	-3.452680997	0.000555045	0.009579517
NA	ENSG00000258539	287.5337294	-1.400473393	0.472801955	-2.962071916	0.003055764	0.035800369
DNAH1	ENSG00000114841	8654.098182	-1.399890293	0.26773198	-5.228700328	1.71E-07	1.23E-05
NA	ENSG00000251396	154.4901651	-1.399533897	0.367905589	-3.804057177	0.000142345	0.003211471
CCDC89	ENSG00000179071	680.7911276	-1.397985229	0.311026173	-4.494751093	6.97E-06	0.000276188
TTC21A	ENSG00000168026	5863.44864	-1.397831031	0.28780343	-4.856894961	1.19E-06	6.37E-05
IRF6	ENSG00000117595	6006.054967	-1.397818604	0.254744437	-5.487140831	4.08E-08	3.82E-06
NA	ENSG00000280187	761.2289275	-1.397133997	0.322404625	-4.333480009	1.47E-05	0.000499774
NA	ENSG00000241168	30.82320941	-1.396422022	0.478826897	-2.916339978	0.003541643	0.039967398
NA	ENSG00000198414	28.83672829	-1.396050901	0.448852978	-3.110263202	0.001869207	0.024778991
CH17-340M24.3	ENSG00000197180	903.7721977	-1.395858713	0.219532589	-6.358321204	2.04E-10	6.45E-08
PCDH20	ENSG00000280165	1728.372631	-1.395539744	0.309070342	-4.515281975	6.32E-06	0.000256025
KIF1A	ENSG00000130294	350.5043516	-1.394983584	0.480251376	-2.90469461	0.003676116	0.041105479
LINC01239	ENSG00000234840	48.96485539	-1.39387278	0.466198287	-2.989871088	0.002790952	0.033435675
DCST2	ENSG00000163354	785.4038699	-1.393352065	0.297922218	-4.676898803	2.91E-06	0.000135451
NTN1	ENSG00000065320	8299.558589	-1.392738596	0.464205578	-3.000262518	0.00269747	0.032724302
SPATA13	ENSG00000228741	74.62180734	-1.391583662	0.459482308	-3.028590302	0.002456976	0.030540343
NA	ENSG00000255122	45.08045075	-1.390810945	0.405214829	-3.432280472	0.000598528	0.010177455
NA	ENSG00000159239	3897.594774	-1.390190345	0.392852379	-3.53870924	0.000402088	0.007415325
PIH1D2	ENSG00000150773	1256.181959	-1.390165036	0.338803636	-4.103158548	4.08E-05	0.001162783
CCDC190	ENSG00000185860	1270.419097	-1.389916334	0.487958546	-2.848431174	0.004393536	0.046931763
NA	ENSG00000265752	263.2636802	-1.388929162	0.422675063	-3.286044726	0.001016049	0.015354337
SLC25A21	ENSG00000183032	131.7829766	-1.388805929	0.423530142	-3.279119459	0.001041315	0.015653989
C10orf67	ENSG00000179133	369.719901	-1.386629254	0.296650346	-4.674288349	2.95E-06	0.000136743
NSUN7	ENSG00000179299	4546.429655	-1.384808769	0.302255591	-4.581581978	4.61E-06	0.000196231
KLK12	ENSG00000186474	210.2808032	-1.384524565	0.472603605	-2.929568355	0.003394331	0.038803025
FOXA1	ENSG00000129514	9642.870438	-1.383862256	0.341260023	-4.055154907	5.01E-05	0.001371017
DZANK1	ENSG00000089091	2556.583257	-1.383517442	0.257510885	-5.372656167	7.76E-08	6.36E-06
TTPA	ENSG00000137561	114.8641995	-1.382449374	0.403089381	-3.429634817	0.000604394	0.010234881
CETN2	ENSG00000147400	15699.61167	-1.382275086	0.234774082	-5.887681791	3.92E-09	6.03E-07
DSCAML1	ENSG00000177103	599.9749422	-1.382062314	0.365304509	-3.783315785	0.000154753	0.003424667
ANKRD44-AS1	ENSG00000231621	1070.426786	-1.381170583	0.340892326	-4.051632954	5.09E-05	0.001386551
SPIRE2	ENSG00000204991	4165.13481	-1.38057592	0.416093822	-3.31794381	0.000906827	0.01405802
FAM47E	ENSG00000189157	1489.856759	-1.38017462	0.304328648	-4.535145248	5.76E-06	0.00023539
AREG	ENSG00000109321	508.9367164	-1.379525129	0.433556855	-3.181878255	0.001463233	0.020498134
MEIG1	ENSG00000197889	206.245057	-1.376569743	0.283223632	-4.860363284	1.17E-06	6.28E-05
GOLGA2P5	ENSG00000238105	6339.218939	-1.376377086	0.247256422	-5.566597921	2.60E-08	2.75E-06
ATG9B	ENSG00000181652	2368.640186	-1.376038209	0.31494283	-4.369168232	1.25E-05	0.000435207
CEP126	ENSG00000110318	5583.884923	-1.375847386	0.271541484	-5.066803663	4.05E-07	2.57E-05
NA	ENSG00000261821	40.98273083	-1.374860963	0.468564143	-2.934200114	0.003344085	0.03836968
H2BU1	ENSG00000196890	297.4714519	-1.373833917	0.386225278	-3.557079235	0.000375001	0.00701464
MAPRE3	ENSG00000084764	7759.581548	-1.372871783	0.35183946	-3.901983547	9.54E-05	0.002329597
CYP4Z2P	ENSG00000154198	33.51094965	-1.371709665	0.381778523	-3.592946123	0.00032696	0.006262495
RN7SK	ENSG00000202198	260.4739308	-1.371374335	0.403738824	-3.396686801	0.00068207	0.011220244
CDH26	ENSG00000124215	1415.524444	-1.371234967	0.369146031	-3.714613873	0.000203514	0.004242409
FAM27C	ENSG00000231527	329.2094274	-1.370036548	0.274798645	-4.98560154	6.18E-07	3.67E-05
LOC105379444	ENSG00000231527	329.2094274	-1.370036548	0.274798645	-4.98560154	6.18E-07	3.67E-05
ERICH6-AS1	ENSG00000240137	548.2198245	-1.369943588	0.304386066	-4.500677722	6.77E-06	0.000269712
NA	ENSG00000273328	40.94662219	-1.365978707	0.460373697	-2.967108492	0.003006149	0.03532286
KLHDC9	ENSG00000162755	1457.254994	-1.365229988	0.293339375	-4.654097282	3.25E-06	0.00014917
CDC20B	ENSG00000164287	1628.191987	-1.365222532	0.384326003	-3.552251272	0.00038195	0.007103084
DZIP1L	ENSG00000158163	5030.731026	-1.36324581	0.279889822	-4.870651603	1.11E-06	6.00E-05
CFAP221	ENSG00000163075	5617.734805	-1.362851735	0.283316346	-4.810353346	1.51E-06	7.84E-05
UCKL1-AS1	ENSG00000280213	1340.126735	-1.362386586	0.458752967	-2.969760815	0.002980317	0.035105305
PLEKHG4B	ENSG00000153404	2017.416788	-1.361124121	0.326673785	-4.1666157	3.09E-05	0.000932314
MIPOL1	ENSG00000151338	2983.863531	-1.359707537	0.252838112	-5.377779197	7.54E-08	6.29E-06
CNTD2	ENSG00000105219	136.6145028	-1.359555719	0.408012707	-3.332140628	0.000861807	0.013557212
EFHC1	ENSG00000096093	12490.74977	-1.356153468	0.244494051	-5.546774912	2.91E-08	2.93E-06
NA	ENSG00000278763	98.87874894	-1.354312058	0.354636301	-3.818876001	0.000134061	0.003055615
LOC145694	ENSG00000259426	410.8041941	-1.35214923	0.304381571	-4.442283505	8.90E-06	0.000337602
SMIM22	ENSG00000267795	2543.612531	-1.352112492	0.293587482	-4.605484134	4.12E-06	0.00017868
MAPK8IP1	ENSG00000121653	3574.514306	-1.350862431	0.45255905	-2.984941811	0.002836323	0.033824382
NA	ENSG00000259211	43.28215877	-1.350440588	0.373379287	-3.616806377	0.00029826	0.00582518
GLRB	ENSG00000109738	556.7837637	-1.349866922	0.276145245	-4.888249746	1.02E-06	5.59E-05
IL5RA	ENSG00000091181	4366.441734	-1.349071465	0.355299167	-3.797001491	0.000146457	0.003278539
NA	ENSG00000274698	127.5654609	-1.348931941	0.351458107	-3.838101651	0.000123989	0.002883199
KIAA1211L	ENSG00000196872	4776.401299	-1.348475625	0.428653575	-3.145840148	0.001656105	0.02257384
RP1	ENSG00000104237	784.4859445	-1.347572441	0.313437489	-4.29933396	1.71E-05	0.000566866
LOC107984125	ENSG00000104237	784.4859445	-1.347572441	0.313437489	-4.29933396	1.71E-05	0.000566866
EYA1	ENSG00000104313	1148.072188	-1.34738233	0.364101809	-3.700564776	0.00021512	0.004442524
NA	ENSG00000254057	35.36556177	-1.347071442	0.445530881	-3.023519802	0.002498527	0.030910008
NA	ENSG00000223486	135.1133677	-1.345360653	0.340943149	-3.945997025	7.95E-05	0.002010318
ZFR2	ENSG00000105278	93.45403112	-1.344872137	0.352181748	-3.818687781	0.000134163	0.003055615
NOS1AP	ENSG00000198929	187.3867434	-1.344128809	0.450020786	-2.986814946	0.002819003	0.033659668
MOK	ENSG00000080823	6013.166206	-1.343828086	0.264433201	-5.081918921	3.74E-07	2.40E-05
SLC16A12	ENSG00000152779	244.7717194	-1.342730297	0.255893097	-5.24723141	1.54E-07	1.15E-05
NA	ENSG00000233730	674.8835675	-1.342235545	0.329075336	-4.078809314	4.53E-05	0.001263941
RABL2B	ENSG00000079974	17938.04178	-1.340950236	0.295268714	-4.541457232	5.59E-06	0.000229428
ZNF473	ENSG00000142528	4778.77614	-1.339775625	0.222913242	-6.010300749	1.85E-09	3.55E-07
B9D1	ENSG00000108641	3437.426349	-1.339584739	0.301798296	-4.438675622	9.05E-06	0.000341265
NA	ENSG00000159247	755.7707638	-1.33731991	0.323190786	-4.137865213	3.51E-05	0.001028715
TCTN2	ENSG00000168778	5787.651308	-1.336999609	0.244712433	-5.463554059	4.67E-08	4.28E-06
NA	ENSG00000269068	50.06588916	-1.336174301	0.445168199	-3.001504381	0.002686492	0.032659934
CCL15	ENSG00000275718	213.618048	-1.335873687	0.380593643	-3.509973721	0.000448151	0.008095655
FLJ31356	ENSG00000229951	54.84335412	-1.335594031	0.435687207	-3.065488288	0.002173149	0.027792363
KLHDC8A	ENSG00000162873	74.54190905	-1.33522318	0.472007147	-2.828819839	0.004671999	0.049122539
NA	ENSG00000260285	1368.839043	-1.334398274	0.369363708	-3.612694606	0.000303032	0.005894373
WDR31	ENSG00000148225	948.3469495	-1.333628243	0.34589979	-3.85553354	0.000115477	0.002713768
SPA17	ENSG00000064199	4107.388458	-1.329430365	0.295234032	-4.502971274	6.70E-06	0.000267928
ZMYND12	ENSG00000066185	1429.13219	-1.328088672	0.304415475	-4.362750187	1.28E-05	0.000444941
NA	ENSG00000279954	42.67360215	-1.328024281	0.423409504	-3.136500878	0.001709769	0.023151852
CLDN1	ENSG00000163347	6477.78116	-1.327591162	0.350573384	-3.786913729	0.00015253	0.003382923
LMNTD2-AS1	ENSG00000254815	2566.22897	-1.32697471	0.43133056	-3.076468105	0.002094687	0.027065463
FBXL13	ENSG00000161040	321.8201138	-1.326442857	0.318737313	-4.161554996	3.16E-05	0.000945898
NA	ENSG00000259726	116.7597715	-1.326172908	0.457450064	-2.899055029	0.003742892	0.04161853
NA	ENSG00000187695	378.8297206	-1.324943512	0.363243945	-3.647530894	0.000264772	0.005260366
HSD17B2	ENSG00000086696	587.2421026	-1.324639069	0.37066088	-3.573722343	0.000351942	0.006661216
C6orf141	ENSG00000197261	722.8248055	-1.323933987	0.210352918	-6.293870324	3.10E-10	9.38E-08
IQCN	ENSG00000130518	5122.576583	-1.322719365	0.222464662	-5.945750457	2.75E-09	4.74E-07
DEGS2	ENSG00000168350	3006.293051	-1.321358718	0.375248274	-3.521291927	0.00042945	0.007834597
TBC1D3I	ENSG00000274933	25.54246373	-1.319663558	0.424550797	-3.108376121	0.001881185	0.024910557
SOWAHB	ENSG00000186212	304.2285371	-1.319587	0.299843271	-4.400922502	1.08E-05	0.000390735
LYPD6B	ENSG00000150556	1215.618214	-1.318363553	0.395441956	-3.333899031	0.000856377	0.013486538
IQUB	ENSG00000164675	926.9425969	-1.318081376	0.377007354	-3.496168869	0.00047199	0.008408196
NA	ENSG00000277350	129.7360337	-1.316992862	0.429601644	-3.06561411	0.002172235	0.027792363
CCDC160	ENSG00000203952	389.984703	-1.316098884	0.273593264	-4.810421375	1.51E-06	7.84E-05
NA	ENSG00000236114	143.3045259	-1.315735462	0.34080919	-3.860622015	0.000113099	0.002673142
CKB	ENSG00000166165	16167.38954	-1.315178476	0.374449557	-3.512298119	0.000444249	0.008043428
CLBA1	ENSG00000140104	5524.929735	-1.31445322	0.32358457	-4.062162845	4.86E-05	0.001334296
LINC00893	ENSG00000241769	2554.357128	-1.312863658	0.259948842	-5.050469337	4.41E-07	2.74E-05
LOC101928222	ENSG00000227210	41.02451084	-1.31232858	0.311619639	-4.211315382	2.54E-05	0.000789301
MGAM	ENSG00000257335	104.3426938	-1.312043863	0.347489555	-3.775779281	0.000159508	0.003506708
NA	ENSG00000273170	232.1120291	-1.310250809	0.34051453	-3.847855795	0.000119156	0.002791104
NA	ENSG00000250790	482.5972429	-1.308916727	0.365802699	-3.578204129	0.000345963	0.00656965
CELSR1	ENSG00000075275	27656.60537	-1.308802286	0.347855899	-3.76248409	0.000168234	0.003650632
MRVI1-AS1	ENSG00000177112	141.3846946	-1.308769788	0.363699244	-3.598494659	0.000320064	0.006179755
CCDC146	ENSG00000135205	8424.569556	-1.308727281	0.275957627	-4.742493611	2.11E-06	0.000102483
DYNC2H1	ENSG00000187240	5475.896587	-1.308374383	0.200769816	-6.516788264	7.18E-11	2.79E-08
EPB41L4B	ENSG00000095203	4844.913515	-1.307798505	0.306519276	-4.266610967	1.98E-05	0.000641956
ACSM1	ENSG00000166743	220.5675725	-1.306803753	0.24529083	-5.327568719	9.95E-08	7.83E-06
FAM86B2	ENSG00000145002	308.5800268	-1.306736584	0.369666885	-3.534903013	0.000407925	0.007503732
REEP2	ENSG00000132563	435.1454307	-1.306442116	0.386745244	-3.378043134	0.000730036	0.011858197
LINC00511	ENSG00000227036	932.6775213	-1.305562231	0.369897354	-3.529525733	0.000416305	0.007628641
LINC00673	ENSG00000227036	932.6775213	-1.305562231	0.369897354	-3.529525733	0.000416305	0.007628641
DCTN1-AS1	ENSG00000237737	93.11163346	-1.305027846	0.373254478	-3.496348795	0.000471672	0.008408196
NA	ENSG00000259703	31.46986802	-1.304552367	0.431241862	-3.025106049	0.00248546	0.030793324
CDC42BPG	ENSG00000171219	6277.884293	-1.303862338	0.446838012	-2.917975428	0.003523121	0.039820813
NA	ENSG00000275688	961.8621199	-1.302439197	0.341322434	-3.815861686	0.000135709	0.003081054
IFT172	ENSG00000138002	11793.13013	-1.300493256	0.223626338	-5.815474456	6.05E-09	8.57E-07
NME5	ENSG00000112981	2738.308855	-1.299000322	0.341211575	-3.807023027	0.00014065	0.003180693
CYP2B6	ENSG00000197408	46.10756769	-1.297129923	0.448609424	-2.891446	0.003834735	0.042475701
NA	ENSG00000242607	130.5048395	-1.29670342	0.290791119	-4.459226346	8.23E-06	0.000316576
AQP5	ENSG00000161798	5344.843813	-1.296584379	0.451757656	-2.870088336	0.004103571	0.044612392
LOC101928424	ENSG00000255337	142.7066301	-1.296243973	0.336058609	-3.85719615	0.000114695	0.002704212
CLDN9	ENSG00000213937	790.6235199	-1.29594017	0.432569305	-2.995913382	0.002736241	0.033075536
CCDC60	ENSG00000183273	1794.177213	-1.295284257	0.340393343	-3.805257315	0.000141657	0.003198445
NA	ENSG00000235159	26.86498758	-1.294756087	0.4530608	-2.857797646	0.004265923	0.045961263
NA	ENSG00000276846	184.8804036	-1.294603771	0.3300073	-3.922954945	8.75E-05	0.002172625
PRDM16-DT	ENSG00000177133	2479.275504	-1.291971078	0.453095856	-2.851429913	0.004352308	0.046612441
PRSS12	ENSG00000164099	14801.18961	-1.291740504	0.302498215	-4.270241741	1.95E-05	0.000632516
CYB5D1	ENSG00000182224	5962.980405	-1.291416875	0.218324465	-5.915126713	3.32E-09	5.46E-07
NA	ENSG00000275676	282.1843695	-1.289401141	0.372140601	-3.46482254	0.000530581	0.009251593
ANKDD1B	ENSG00000189045	1009.828437	-1.288730928	0.276960655	-4.653119153	3.27E-06	0.000149639
GPR135	ENSG00000181619	715.1692783	-1.288241962	0.288885392	-4.459353083	8.22E-06	0.000316576
DENND6B	ENSG00000205593	8986.583391	-1.288182763	0.357149639	-3.606843241	0.000309945	0.006000464
NA	ENSG00000260265	106.6642487	-1.287700111	0.326862943	-3.939572035	8.16E-05	0.002054092
C9orf163	ENSG00000196366	247.1688938	-1.286620452	0.450421447	-2.856481329	0.004283652	0.046065661
NA	ENSG00000273419	62.67824224	-1.284768921	0.443822258	-2.894782534	0.003794213	0.042107864
NA	ENSG00000234869	336.5514619	-1.283973366	0.282300366	-4.548252569	5.41E-06	0.000223217
DNAAF4	ENSG00000256061	2671.841324	-1.28339213	0.251962538	-5.093583114	3.51E-07	2.30E-05
